reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
2cba4a06-8bf4-4923-88e4-f293527eefce,Yatnadark,https://play-lh.googleusercontent.com/a-/ALV-UjUz6xP-xaxjbntfebWLObebmvQHuae4o4rB5N0u_jeqpNE,Sekarang Bareksa tidak bisa isi reksa dana lewat aplikasi FLIP kan? karena ada kalimat “tidak bisa transfer lewat aplikasi perantara”.,2,17,4.1.2000,2023-12-08 3:48:07,"Mohon maaf atas ketidaknyamanannya. Kami akan terus melakukan perbaikan serta pengembangan agar dapat memudahkan nasabah dalam melakukan transaksi di Bareksa, untuk kendala yang kamu alami mohon dapat diinformasikan kepada kami melalui cs@bareksa.com
",2023-02-23 4:20:09,4.1.2000
f8bd9029-5da8-4ea6-8892-0e6245c967f7,bunda satria nabiella,https://play-lh.googleusercontent.com/a-/ALV-UjWUis2didZ9uN5geCYgCFE37idQyv_9oHWWlllsN3qlWA,"Tidak disarankan waktu penarikannya 2-3 hari, bagaimana jika penarikan tersebut diperlukan untuk pengobatan orang yang sakit? Sungguh tidak membantu jika orang yang sakit cepat meninggal karena tidak ada kendala dalam penarikan dana yang memakan waktu 2-3 hari.",2,0,3.8.2000,2023-11-13 13:11:47,Mohon maaf atas ketidaknyamanannya. Dana penjualan akan diterima ke rekening yang terdaftar maksimal T+7 hari bursa sesuai ketentuan OJK. Mohon pastikan rekening yang terdaftar masih aktif agar tidak terjadi. Informasi lebih lanjut dapat menghubungi ke email di cs@bareksa.com,2023-11-16 3:42:42,3.8.2000
9a98caaa-0444-4922-9289-ae19bd93cb76,ururumpo,https://play-lh.googleusercontent.com/a-/ALV-UjXQ8hV7Dhwgh75cIDe9vmE2nttxojoysFxlw7LrrAWdcXM,"aplikasinya bagus (ringan, bersih, informatif). Bantuan yang diberikan CS livechat cukup baik, namun CS email sangat lambat dalam merespon. urusan administrasi untuk verifikasi data dll.. sangat panjang. Paling cepat hitungan jam, paling lama bisa 1 hari.",4,5,4.0.1,2023-11-14 6:06:12,"Terima kasih telah memberikan feedback terhadap aplikasi Bareksa. Di Bareksa Kamu sudah dapat melakukan investasi reksadana, obligasi negara, emas, umroh, saham dan Robo di dalam satu aplikasi dengan berbagai metode pembayaran yang memudahkan Kamu. Informasi lebih lanjut dapat menghubungi ke email di cs@bareksa.com .",2023-11-16 3:50:04,4.0.1
c233a789-ad0b-4643-ad70-93355c8c5162,kevin jeremiah,https://play-lh.googleusercontent.com/a/ACg8ocIsXLwILi8BERAXfOnkCYTvB3Z4pmBucBcIEnhkYZKP=mo,"Untuk informasi keuangan, tidak direkomendasikan. Sangat tidak transparan, di mana saya membeli RDPT yang seharusnya mendapat dividen. Namun secara tidak langsung tersembunyi? Karena saya menguji 2 aplikasi berbeda di tanggal yang sama. Di sana Anda bisa, dan di sini Anda tidak bisa.",1,1,4.0.1,2023-11-14 20:39:01,Mohon maaf atas ketidaknyamanannya. Perihal pertanyaan/kendala yang kamu alami dapat dikirimkan melalui email ke cs@bareksa.com dengan format : Nama : Email akun Bareksa : User Playstore/Appstore : Detail Pertanyaan : Lampiran pendukung. Kami akan merespon pertanyaan kamu.,2023-11-16 4:15:15,4.0.1
36ed5c22-1739-4d91-b760-d9a0af0c6b51,Irfandi,https://play-lh.googleusercontent.com/a-/ALV-UjViUCHG7h4BhuYANhX451jtTYC9gfeUwsgdY7sAo58NdMY,Terima kasih kepada CS Bareksa yang cepat dan tanggap dalam menangani masalah seperti akun Bareksa saya yang stuck di nomor OVO lama sehingga tidak bisa mendapatkan kode verifikasi tapi good job to CS Bareksa walaupun lama tapi berhasil responsif dengan cepat,5,0,4.0.1,2023-11-16 8:53:10,"Terima kasih telah memberikan feedback terhadap aplikasi bareksa. Kami akan terus melakukan perbaikan serta pengembangan agar dapat memudahkan nasabah dalam melakukan transaksi melalui Bareksa. Happy Investing with Bareksa
",2023-11-18 3:18:06,4.0.1
9abcd981-7371-4e55-ba76-0ff6bef6e2e6,Alan Sarluv,https://play-lh.googleusercontent.com/a-/ALV-UjWNJkDTmZXQZb4tGgCRhZQtuQy9fOUt2R6sw6zP7RqfDJ4,"Saya selalu punya kebiasaan menggunakan web, aplikasi ini membantu, terutama fitur robo. Semoga kedepannya semakin banyak fitur bagus lainnya..",5,0,4.0.1,2023-11-10 15:57:13,"Terima kasih telah memberikan feedback terhadap aplikasi Bareksa. Di Bareksa Kamu sudah dapat melakukan investasi reksadana, obligasi negara, emas, umroh, saham dan Robo di dalam satu aplikasi dengan berbagai metode pembayaran yang memudahkan Kamu. Informasi lebih lanjut dapat menghubungi ke email di cs@bareksa.com
",2023-11-11 4:15:09,4.0.1
1cb0111a-2355-48e7-a853-f09da5d0869d,adelia dewi,https://play-lh.googleusercontent.com/a-/ALV-UjXlCtcTyhTjvyyzqTuaCHFXL8Vu14sv-NiBP-mdiffW1Vw,Saya suka Bareksa karena produk reksa dananya lebih lengkap.. tapi sistem pembayarannya jauh lebih bagus b*b*t.. disana beli reksa dana gratis. Di Bareksa harus bayar.. Bareksa kerja sama dengan danam*n.. tapi kalau beli reksadana tetap sama. disuruh bayar 2k..,4,21,3.8.2000,2023-10-18 0:12:28,"Terima kasih telah memberikan feedback terhadap aplikasi bareksa. Kami akan terus melakukan perbaikan serta pengembangan agar dapat memudahkan nasabah dalam melakukan transaksi melalui Bareksa. Happy Investing with Bareksa
",2023-10-18 2:45:59,3.8.2000
5248fbdb-07f5-41c0-a706-8edbf4d99ccc,Johan,https://play-lh.googleusercontent.com/a-/ALV-UjX7nSsbHR_gQ1hWZcm7jn6z6yskwrq_FH_r7ELOlU3hKfc,"Dibanding Bibit, respon CSnya lama sekali. Opsi pembayaran VA berbayar. Opsi transfer dikenakan biaya 10 ribu per transaksi di atas 10 juta, padahal seharusnya hanya dikenakan satu kali sehari. Di Seeds, bea materai dibaca secara otomatis & hanya berlaku sekali sehari. Sunting: menghubungi email asalkan masih belum ada solusi. CS email & live chat hanya meminta menunggu tanpa ada kepastian kapan masalah akan teratasi",1,7,3.8.2000,2023-10-21 16:08:28,"Mohon maaf atas ketidaknyamanannya, untuk kendala yang kamu alami mohon dapat diinformasikan kepada kami melalui email di cs@bareksa.com",2023-09-08 4:26:46,3.8.2000
99a7271e-a122-464b-a052-48e5458f469e,Moch.Firman Setiawan,https://play-lh.googleusercontent.com/a-/ALV-UjUsYbvfmf-5C6WJNdnPTNWtxGXo0f8VdbwnaEUU3DJ2ZxM,"Fiturnya bagus dan cukup lengkap mulai dari SBN, reksa dana, dan saham. Namun untuk saham, apakah bisa menambahkan RDN run selain BCA yang tidak ribet dan memerlukan dokumen tambahan?",5,0,4.0.1,2023-11-11 4:52:24,Terima kasih telah memberikan feedback terhadap aplikasi bareksa. Kami akan terus melakukan pengembangan agar dapat memudahkan nasabah dalam berinvestasi melalui Bareksa. Happy Investing with Bareksa.,2023-11-12 9:05:37,4.0.1
4ec212c7-7327-4cb6-82c9-c02eb69cf95a,Aries Std,https://play-lh.googleusercontent.com/a-/ALV-UjUbl6OB30zVUjdVr9q4rAq7XPUt6_CrqC7IufJFFfJuw9M,Penanganan keluhan pelanggan memakan waktu terlalu lama. Saya sudah email dan live chat jawabannya dan responnya buruk. Saya tidak bisa masuk ke aplikasi.,1,0,4.0.1,2023-11-10 17:03:20,"Kami akan terus melakukan perbaikan serta pengembangan agar dapat memudahkan nasabah dalam melakukan transaksi reksadana melalui Bareksa. di mohon informasikan detail kendala bapak melalui email kami di cs@bareksa.com agar kami bantu tindak lanjuti kendala bapak. terima kasih
",2023-11-12 9:04:59,4.0.1
5087facf-1e96-4805-9b0f-b2bda3d2bec4,Aria Setiawan,https://play-lh.googleusercontent.com/a-/ALV-UjUCaWWRhDMLH3dnedoR3bXY6MPyUNfKaH5f4utvcP_BeHU,"Saldo anda tiba-tiba hilang drastis padahal harga emas sedang naik, seram, jangan download aplikasi yang tidak bisa dipercaya, saldo anda bisa hilang jika anda mengeluhkannya, tidak ada solusi dan saldo anda tidak kunjung datang. kembali.",1,0,4.1.2000,2023-11-24 5:30:47,"Mohon maaf atas ketidaknyamanannya. Perihal pertanyaan/kendala yang kamu alami dapat dikirimkan melalui email ke cs@bareksa.com dengan format :
Nama :
Email akun Bareksa :
User Playstore/Appstore :
Detail Pertanyaan :
Lampiran pendukung
Kami akan segera merespon pertanyaan kamu paling lambat dalam 1 x 24 jam.
Happy Investing with Bareksa
",2023-11-27 1:18:54,4.1.2000
00cbf373-33b4-4013-8cda-38785648f73e,adi min,https://play-lh.googleusercontent.com/a-/ALV-UjW805SofQmw1cMtkx9A7GgT295eINrEv8a0L4Kfywdk1-4,"Aplikasi sangat mudah digunakan, lengkap dengan fiturnya",5,0,4.1.2000,2023-12-01 6:12:19,"Terima kasih telah memberikan feedback terhadap aplikasi Bareksa. Di Bareksa Kamu sudah dapat melakukan investasi reksadana, obligasi negara, emas, umroh, saham dan Robo di dalam satu aplikasi dengan berbagai metode pembayaran yang memudahkan Kamu. Informasi lebih lanjut dapat menghubungi ke email di cs@bareksa.com
",2023-12-02 7:32:04,4.1.2000
c053f7b2-2c17-454b-a98e-95dac330be74,Kevin Almaz,https://play-lh.googleusercontent.com/a/ACg8ocKt53au4yUiC4CQgL-DVWV6Zzr-ZcEWGtpXmuxgi8Ny=mo,"Buka rekening saham tertunda, terlalu ribet, bibitnya tidak terintegrasi dengan Stockbit. Jadi tidak perlu foto ulang e-KTP, kalau hasilnya buram tidak bisa.",1,0,3.6.2000,2023-11-13 15:53:34,"Mohon maaf atas ketidaknyamanannya, untuk kendala yang kamu alami mohon dapat diinformasikan kepada kami melalui email di cs@bareksa.com
",2023-11-16 3:46:32,3.6.2000
f9626cdb-8e4b-48b7-8ca3-629f88e2aa1d,Sofia Nawang,https://play-lh.googleusercontent.com/a-/ALV-UjWbYCqlibIaqyYcO9ndof2-hRF7rPtKWX8ZINIH1bxB5Q,Kok baru update versi terbaru kok gak bisa login?,5,0,4.1.2000,2023-11-22 14:21:25,"Mohon maaf atas ketidaknyamanannya, untuk kendala yang kamu alami mohon dapat diinformasikan kepada kami melalui email di cs@bareksa.com
",2023-11-23 3:05:27,4.1.2000
d2703d1b-db2f-4851-a3e2-a5cb60936bcb,Ponember Manurung,https://play-lh.googleusercontent.com/a/ACg8ocI-jRyX9ErQVX_VO0zno5fIqZGvALyfpyETxz4cu1Rr=mo,"Verifikasi terakhir tidak berisi informasi apa pun tentang kegagalan atau keberhasilan, dan tidak memberi tahu saya data apa yang hilang",1,1,4.0.1,2023-11-20 13:05:25,"Mohon maaf atas ketidaknyamanannya, untuk kendala yang kamu alami mohon dapat diinformasikan kepada kami melalui email di cs@bareksa.com
",2023-11-23 2:56:51,4.0.1
3c75be63-4500-4579-ae1a-c5e54c9a9ad3,Daniel Hlw,https://play-lh.googleusercontent.com/a-/ALV-UjVtd98_NDjzZ51LFTmv9VkRHwu0tJ9D6PRc7C9mjP8OV9k,"Konfirmasi pembayaran lama sekali, sangat tidak disarankan",1,0,4.0.1,2023-11-13 5:50:36,"Mohon maaf atas ketidaknyamanannya. Perihal pertanyaan/kendala yang kamu alami dapat dikirimkan melalui email ke cs@bareksa.com dengan format :
Nama :
Email akun Bareksa :
User Playstore/Appstore :
Detail Pertanyaan :
Lampiran pendukung
Kami akan segera merespon pertanyaan kamu paling lambat dalam 1 x 24 jam.
Happy Investing with Bareksa",2023-11-13 9:51:20,4.0.1
8f50b5eb-eae9-49e9-adb2-bd8e6978f508,Nana Bahtiar,https://play-lh.googleusercontent.com/a-/ALV-UjUbOzqt5jRxkP6PMghnNQbWJ_-m6OvAcyMNXMRZI4rg96Y,"Tidak bisa mengubah data profil, gagal terus.",2,0,4.1.2000,2023-12-01 3:08:56,"mohon maaf atas ketidaknyamanannya ,perihal kendala ibu di informasikan detail yang di alami melalui email kami cs@bareksa.com agar kami bantu lakukan pengecekan lebih lanjut


",2021-11-12 11:18:44,4.1.2000
e7684336-5a92-440b-84fe-0657a898abbc,Nur Muliayani,https://play-lh.googleusercontent.com/a-/ALV-UjU-tGuOxogf7TFIw6bsdHnER78N99eDUpn3makmgUNATg,"Terimakasih Bareksa sudah membantu mengatur keuangan saya, semoga Bareksa semakin sukses dan terus ada untuk membantu sesama juga. Amin 🤲🇮🇩",5,0,4.0.1,2023-11-21 11:28:10,"Terima kasih telah memberikan feedback terhadap aplikasi bareksa. Kami akan terus melakukan perbaikan serta pengembangan agar dapat memudahkan nasabah dalam melakukan transaksi reksadana melalui Bareksa. Happy Investing with Bareksa
",2022-08-11 3:30:01,4.0.1
4df194c5-ecff-428f-9a46-85fb608531c0,Eka Muhamad Erfam,https://play-lh.googleusercontent.com/a/ACg8ocKCRPU5kotDajFugNODkYOjcqtgpxvvnvLW5bTnyuzx=mo,"Kenapa hp samsung harus minta izin akses memori eksternal padahal izin tersebut tidak ada di pengaturan izin, nah kalau mau upload bukti transfer untuk konfirmasi pembayaran tidak bisa?",3,10,3.7.2000,2023-09-17 13:17:07,"Terima kasih telah memberikan feedback terhadap aplikasi bareksa. Untuk kendala yang kamu alami mohon dapat diinformasikan kepada kami melalui email di cs@bareksa.com
",2023-09-18 4:16:58,3.7.2000
b61ee485-7303-4282-b214-529013c8e59b,Muhammad Tubagus,https://play-lh.googleusercontent.com/a/ACg8ocI09rcFsQfTOPsvB7M2rCEWZ7zh1DiO497-guPTY_xgmg=mo,Mengapa upload bukti transaksi tertunda? Itu terus gagal ketika pesanan memakan waktu terlalu lama untuk masuk ke dalam portofolio,3,2,3.7.2001,2023-10-13 1:47:47,Mohon maaf atas ketidaknyamanannya. Perihal pertanyaan/kendala yang kamu alami dapat dikirimkan melalui email ke cs@bareksa.com dengan format : Nama : Email akun Bareksa : User Playstore/Appstore : Detail Pertanyaan : Lampiran pendukung Kami akan segera merespon pertanyaan kamu. Happy Investing with Bareksa.,2023-10-12 9:51:32,3.7.2001
299ac218-5209-4139-9ae7-833a727183f8,Herlian Syach Channel,https://play-lh.googleusercontent.com/a-/ALV-UjW4pudRIB1bAV7fg7sgUiCdQG0d4DEtTf7B0-96_YwaRfE,"Bareksa aplikasi bagus lengkap fiturnya, SBN, Reksa Dana, emas...dibandingkan aplikasi lain dan sekarang ada fitur investasi saham...saya tambah bintang jadi 5",5,2,4.0.0,2023-11-02 21:31:45,"Terima kasih telah memberikan feedback terhadap aplikasi Bareksa. Di Bareksa Kamu sudah dapat melakukan investasi reksadana, obligasi negara, emas, umroh dan Robo di dalam satu aplikasi dengan berbagai metode pembayaran yang memudahkan Kamu. Informasi lebih lanjut dapat menghubungi ke email di cs@bareksa.com",2023-08-30 9:37:29,4.0.0
7a61d66d-231f-447d-9814-5f494193eddb,RySP50.,https://play-lh.googleusercontent.com/a-/ALV-UjXF24oo_cJSi7EjkqA6wFlAjtWfM9tn_vFjf5nxXAHFxdE,"Jika saya ingin mengeluh tentang peningkatan verifikasi data melalui email, pesan saya diblokir",1,2,3.8.2000,2023-10-15 10:34:00,"Mohon maaf atas ketidaknyamanannya, untuk kendala yang kamu alami mohon dapat diinformasikan kepada kami melalui email di cs@bareksa.com
",2023-10-16 3:02:37,3.8.2000
f87c573b-e212-4304-aeba-ac1e6ac9cc76,rilwanul rizal,https://play-lh.googleusercontent.com/a-/ALV-UjW9I3qyK0Xfk30JwhoCP-pMLFwsyz6YdRg5mV_udQdijB0,"Mohon ditambahkan data hak-hak ahli waris seperti pada apk b _ b _t,, untuk mengantisipasi jika pemodal mengalami kendala, misal tidak ada transaksi dalam jangka waktu tertentu, meninggal dunia, kecelakaan, hilang ingatan dan lain sebagainya... Sehingga yang menabung juga lebih nyaman menabung di bareksa.",4,90,3.5.2000,2023-08-01 14:20:55,"Terima kasih telah memberikan feedback terhadap aplikasi bareksa. Kami akan terus melakukan perbaikan serta pengembangan agar dapat memudahkan nasabah dalam melakukan transaksi melalui Bareksa. Happy Investing with Bareksa
",2023-08-03 2:30:02,3.5.2000
cf3f2df0-c9bb-4d6c-b1b7-8ed4c265ccbf,fivie fahri,https://play-lh.googleusercontent.com/a-/ALV-UjUM7UBOmUzwlmrSCc4dPB2KXlvBndOL2yw3z--mYkTLn5I,"Min kenapa harus ganti pin padahal sudah logout APK, pinnya sudah diatur sedemikian rupa sehingga mungkin kamu memilih yang mudah diingat dan malah disuruh ganti pin, padahal inget banget pinnya apa, ternyata pas dimasukkannya salah, maksudnya apa min?, itu saja. Jika Anda mencoba banyak, Anda harus menunggu 24 jam. Tolong min, disana ada data min. Tolong jangan rumit",2,8,3.5.2000,2023-08-07 1:39:16,Mohon maaf atas ketidaknyamanannya. Perihal kendala yang kamu alami dapat dikirimkan melalui email ke cs@bareksa.com dengan format : Nama : Email akun Bareksa : User Playstore/Appstore : Detail Pertanyaan : Lampiran pendukung Kami akan segera merespon pertanyaan/ kendala kamu.,2023-08-07 9:59:44,3.5.2000
d3c562df-3bf3-44cd-a6d0-a395305c24c9,Putu Sudana,https://play-lh.googleusercontent.com/a-/ALV-UjUfV79aIG7XDSRfCdxQNGvwhtaMl8TQ50CG9RfqFwqdvQ,"Makanya proses investasi saya belum terverifikasi, sudah hampir 4 hari belum ada tindakan, dan proses verifikasi pengajuan SBN sudah hampir 2 minggu tidak terverifikasi. Mohon segera action, bagaimana mau berinvestasi jika jangka waktunya sangat lama, proses 2 hari di sistem namun kenyataannya diluar ekspektasi, saya sudah ajukan email komplain namun belum ada tindakan",1,13,3.5.2000,2023-08-07 2:36:43,"Mohon maaf atas ketidaknyamanannya, untuk kendala yang kamu alami mohon dapat diinformasikan kepada kami melalui email di cs@bareksa.com",2023-08-07 9:48:50,3.5.2000
01f70882-2589-4b45-be37-841c487ffafd,Dhivya Chandramani,https://play-lh.googleusercontent.com/a-/ALV-UjVmaqicFZ_Eph9nFSyX8LbiA4jUg2jDl8btvieFYNaoc0TC,"Inilah sebabnya mengapa APK ketika ingin masuk meminta untuk memasukkan PIN tetapi tetap tidak bisa masuk. Meski pin sudah benar, tetap tidak bisa masuk dan meminta pin baru. Saya sudah menggantinya dengan pin baru dan tetap tidak bisa login. Bagaimana caranya? Tolong, padahal belum dipakai, baru dibuka 3 hari yang lalu dan sudah tidak berfungsi lagi. Untung masih belum ada transaksi.",1,28,3.6.2000,2023-08-22 14:55:30,"Mohon maaf atas ketidaknyamanannya, untuk kendala yang kamu alami mohon dapat diinformasikan kepada kami melalui email di cs@bareksa.com",2023-08-23 9:52:16,3.6.2000
bcf6761f-a163-48a3-a60a-3eb001f8bb07,Eko Prasetyo Bakti Sugiantoko,https://play-lh.googleusercontent.com/a-/ALV-UjVtpstZviT0h4EhepUHJrJi2zwh-L_6QSVWrj_7hLVGpg,"Saran untuk teman-teman. Metode pembayaran ditingkatkan dan jika memungkinkan ada metode pembayaran khusus dari Bareksa dan tidak ada biaya admin, jadi lebih baik dari aplikasi lain.",3,20,3.6.2000,2023-09-08 9:33:20,"Terima kasih telah memberikan feedback terhadap aplikasi bareksa. Saran dan masukan kamu akan kami tinjau kembali, kami akan terus melakukan perbaikan serta pengembangan agar dapat memudahkan nasabah dalam melakukan transaksi melalui Bareksa.
",2023-09-10 1:33:38,3.6.2000
da644e0d-0294-4ca5-b460-79dcf6878a59,RR Project,https://play-lh.googleusercontent.com/a-/ALV-UjUzIeSIHQWqTd3QmLKVmumsA9L366FMCzNyUuwpcZh3RXk,"Aplikasinya keren, sederhana dan mudah dipahami",5,0,4.0.0,2023-11-03 8:51:45,"Terima kasih telah memberikan feedback terhadap aplikasi Bareksa. Di Bareksa Kamu sudah dapat melakukan investasi reksadana, obligasi negara, emas, umroh dan Robo di dalam satu aplikasi dengan berbagai metode pembayaran yang memudahkan Kamu. Informasi lebih lanjut dapat menghubungi ke email di cs@bareksa.com
",2023-11-05 1:39:23,4.0.0
